"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato"
12;"37417.jpg";"Riise";2745;"a";37417;"Bjørn Helge";"Riise";21;"";60;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"6.4";"2.0";528;83;298;12;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;150;0;0;0;6;0;0;0;0;0;0;0;3;1;2017-04-08
13;"62026.jpg";"Carlsen";2745;"a";62026;"Fredrik";"Carlsen";8;"";50;NA;NA;"0.9";"1.8";0;0;0;0;FALSE;0;"2.4";"4.5";83;525;40;458;0;0;0;0;9;7;"4.5";"5.0";"5.0";FALSE;180;1;0;0;6;0;0;0;0;0;0;0;3;1;2017-04-08
14;"87337.jpg";"Gyasi";2745;"a";87337;"Edwin";"Gyasi";14;"";75;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"5.2";"3.0";394;36;153;14;0;0;0;0;6;5;"3.0";"3.0";"3.0";FALSE;148;0;1;0;6;0;0;0;0;0;0;0;3;1;2017-04-08
15;"97533.jpg";"Thrandarson";2745;"a";97533;"Aron Elís";"Thrandarson";11;"";65;NA;NA;"0.2";"0.5";0;0;0;0;FALSE;0;"1.2";"1.5";106;19;65;2;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;148;0;0;0;6;0;0;0;0;0;0;0;3;1;2017-04-08
16;"169515.jpg";"Hoff";2745;"a";169515;"Vebjørn";"Hoff";18;"";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"0.6";"1.0";41;13;20;3;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;93;0;0;0;1;0;0;1;0;0;0;0;3;1;2017-04-08
17;"194769.jpg";"Brunstad Fet";2745;"a";194769;"Sondre";"Brunstad Fet";17;"";50;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"0.3";"0.5";24;5;9;2;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;58;0;0;0;3;0;0;0;0;0;0;0;3;1;2017-04-08
18;"204273.jpg";"Marlinho";2745;"a";204273;"Marlon Matheus";"da Silva";15;"";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.6";"0.0";71;6;23;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-08
19;"207864.jpg";"Hatlehol";2745;"a";207864;"Jørgen";"Hatlehol";38;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";44;9;20;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-08
20;"223090.jpg";"Waagan";2745;"a";223090;"Anders";"Waagan";NA;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";54;7;28;2;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-08
21;"224095.jpg";"Solnørdal";2745;"a";224095;"Emil";"Solnørdal";36;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.2";"0.0";19;4;7;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2017-04-08
22;"61965.jpg";"Mos";2745;"a";61965;"Mostafa";"Abdellaoue";30;"";85;NA;NA;"0.5";"0.9";0;0;0;0;FALSE;0;"10.6";"4.0";1191;385;852;35;0;0;0;0;8;2;"4.0";"4.0";"4.0";FALSE;180;1;0;0;6;0;0;0;0;0;0;0;4;1;2017-04-08
23;"219005.jpg";"Andreassen";2745;"a";219005;"Sebastian";"Andreassen";31;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";27;4;12;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-04-08
24;"173531.jpg";"Berisha";2745;"a";173531;"Valmir";"Berisha";9;"";60;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"3.3";"2.5";497;115;288;22;0;0;0;0;5;1;"2.5";"3.0";"3.0";FALSE;77;0;1;0;1;0;0;0;0;0;0;0;4;1;2017-04-08
25;"88460.jpg";"Horwath";303;"a";88460;"Alex";"Horwath";1;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.1";"0.0";105;6;37;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-08
26;"95516.jpg";"Leciejewski";303;"a";95516;"Piotr";"Leciejewski";24;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;"23.6";"4.0";439;522;126;351;0;0;0;0;8;6;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;2;0;0;1;2;2017-04-08
27;"224198.jpg";"Pettersen";303;"a";224198;"Markus";"Pettersen";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";16;3;4;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-04-08
28;"56578.jpg";"Wormgoor";303;"a";56578;"Vito";"Wormgoor";3;"";55;NA;NA;"0.5";"0.9";0;0;0;0;FALSE;0;"8.0";"2.5";626;167;121;129;0;0;0;0;5;5;"5.0";"3.0";"3.0";FALSE;80;0;0;1;0;0;0;1;0;0;0;0;2;2;2017-04-08
29;"61968.jpg";"Nouri";303;"a";61968;"Amin";"Nouri";33;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;"6.6";"4.0";217;216;68;132;0;0;0;0;8;6;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;0;0;0;2;2;2017-04-08
30;"106319.jpg";"Grønner";303;"a";106319;"Jonas";"Grønner";5;"";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"7.0";"1.0";474;96;289;24;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;100;0;0;0;1;0;0;1;0;0;0;0;2;2;2017-04-08
31;"111851.jpg";"Kristiansen";303;"a";111851;"Ruben";"Kristiansen";21;"";55;NA;NA;"0.7";"1.5";0;0;0;0;FALSE;0;"4.8";"4.0";159;128;51;85;0;0;0;0;8;6;"4.0";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;0;0;0;0;0;2;2;2017-04-08
32;"114686.jpg";"Hatakka";303;"u";114686;"Dani";"Hatakka";26;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;"0.5";"0.0";124;1;50;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-04-08
33;"116607.jpg";"Ròlantsson";303;"a";116607;"Gilli";"Sørensen";17;"";60;NA;NA;"1.3";"2.5";0;0;0;0;TRUE;1;"8.4";"7.5";100;1484;57;916;0;0;0;0;15;6;"7.5";"8.0";"8.0";FALSE;177;0;1;2;0;0;0;0;0;0;0;0;2;2;2017-04-08
34;"156592.jpg";"Acosta";303;"a";156592;"Bismar";"Acosta";15;"";60;NA;NA;"0.6";"1.2";0;0;0;0;FALSE;0;"12.1";"3.5";506;112;141;59;0;0;0;0;7;6;"3.5";"4.0";"4.0";FALSE;180;0;0;1;1;0;0;1;0;0;0;0;2;2;2017-04-08
35;"18668.jpg";"Braaten";303;"a";18668;"Daniel";"Braaten";25;"";65;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"6.9";"2.5";416;723;319;71;0;0;0;0;5;0;"5.0";"3.0";"3.0";FALSE;90;0;0;0;1;0;0;0;0;0;3;0;3;2;2017-04-08
36;"62025.jpg";"Larsen";303;"a";62025;"Peter Orry";"Larsen";7;"";74;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;"1.9";"0.0";301;8;104;5;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-08
37;"95525.jpg";"Haugen";303;"a";95525;"Fredrik";"Haugen";8;"";90;NA;NA;"0.7";"1.3";0;0;0;0;FALSE;0;"8.4";"6.0";294;476;72;364;0;0;0;0;12;9;"6.0";"6.0";"6.0";FALSE;166;0;1;2;0;0;0;0;0;0;3;0;3;2;2017-04-08
38;"95528.jpg";"Barmen";303;"a";95528;"Kristoffer";"Barmen";29;"";65;NA;NA;"0.8";"1.5";0;0;0;0;FALSE;0;"6.4";"5.0";190;845;54;752;0;0;0;0;10;8;"5.0";"5.0";"5.0";FALSE;180;1;0;1;1;0;0;0;0;0;0;0;3;2;2017-04-08
39;"102678.jpg";"Vega";303;"a";102678;"Deyver";"Vega";19;"";69;NA;NA;"0.1";"0.3";-1;-1;1;1;FALSE;0;"4.1";"1.0";581;22;151;11;0;0;0;0;2;2;"2.0";"1.0";"1.0";FALSE;63;0;0;1;0;0;0;1;0;0;0;0;3;2;2017-04-08
40;"115102.jpg";"Skaanes";303;"a";115102;"Kasper";"Skaanes";9;"";55;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"1.5";"0.5";180;15;89;5;0;0;0;0;1;0;"1.0";"1.0";"1.0";FALSE;14;0;0;0;1;0;0;0;0;0;0;0;3;2;2017-04-08
41;"126317.jpg";"Heltne Nilsen";303;"a";126317;"Sivert";"Heltne Nilsen";23;"";55;NA;NA;"0.5";"1.1";0;0;0;0;FALSE;0;"4.5";"3.0";181;293;80;151;0;0;0;0;6;4;"3.0";"3.0";"3.0";FALSE;180;0;0;1;1;0;0;0;0;0;1;0;3;2;2017-04-08
42;"223091.jpg";"Stenevik";303;"a";223091;"Halldor";"Stenevik";20;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"1.3";"0.0";99;19;38;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-04-08
43;"14575.jpg";"Karadas";303;"a";14575;"Azar";"Karadas";18;"";59;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;"1.1";"0.0";241;20;104;5;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2017-04-08
44;"66534.jpg";"Orlov";303;"a";66534;"Jakob";"Orlov";10;"";75;NA;NA;"1.1";"2.1";0;0;0;0;FALSE;0;"6.3";"8.0";154;1077;64;835;0;0;0;0;16;10;"8.0";"8.0";"8.0";FALSE;103;2;1;1;0;0;0;0;0;0;2;0;4;2;2017-04-08
45;"221232.jpg";"Skålevik";303;"a";221232;"Steffen";"Skålevik";11;"";69;NA;NA;"0.1";"0.3";-1;-1;1;1;FALSE;0;"1.0";"1.0";218;20;76;5;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;30;0;0;0;1;0;0;0;0;0;0;0;4;2;2017-04-08
46;"62015.jpg";"Børven";303;"a";62015;"Torgeir";"Børven";22;"";89;NA;NA;"0.3";"0.7";-1;-1;1;1;FALSE;0;"6.0";"3.0";1170;83;304;46;0;0;0;0;6;5;"3.0";"3.0";"3.0";FALSE;77;0;1;1;1;0;0;0;0;0;0;0;4;2;2017-04-08
47;"108130.jpg";"Sandvik";3376;"a";108130;"Helge";"Sandvik";12;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.4";"0.0";20;3;8;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-08
48;"124132.jpg";"Bråtveit";3376;"a";124132;"Per Kristian";"Bråtveit";1;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"2.6";"1.5";116;35;50;16;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;180;0;0;0;6;0;0;0;0;6;0;0;1;3;2017-04-08
49;"209224.jpg";"Børreson Fossdal";3376;"a";209224;"Herman";"Børreson Fossdal";24;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";22;17;5;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-04-08
50;"63878.jpg";"Skjerve";3376;"a";63878;"Vegard";"Skjerve";18;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.6";"0.0";164;27;92;9;0;0;0;0;0;-1;"0.0";"0.0";"0.0";FALSE;180;0;0;0;6;0;0;0;0;0;0;1;2;3;2017-04-08
51;"81786.jpg";"Andreassen";3376;"a";81786;"Tor Arne";"Andreassen";11;"";50;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"0.7";"0.5";42;5;17;2;0;0;0;0;1;1;"0.5";"1.0";"1.0";FALSE;180;0;0;0;6;0;0;1;0;0;0;0;2;3;2017-04-08
52;"179304.jpg";"Stølås";3376;"a";179304;"Alexander";"Stølås";22;"";55;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"4.4";"1.0";347;17;178;5;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;180;0;0;0;6;0;0;0;0;0;0;0;2;3;2017-04-08
53;"224083.jpg";"Izuchukwu";3376;"i";224083;"Anthony";"Izuchukwu";15;"Korsbånd - Over sommeren";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.6";"0.0";169;5;109;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-04-08
54;"245578.jpg";"Knudsen";3376;"a";245578;"Fredrik";"Knudsen";4;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";61;4;33;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-04-08
55;"48513.jpg";"Huseklepp";3376;"a";48513;"Erik";"Huseklepp";10;"";85;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"9.9";"3.5";511;140;215;66;0;0;0;0;7;5;"3.5";"4.0";"4.0";FALSE;180;0;1;0;6;0;0;0;0;0;0;0;3;3;2017-04-08
56;"67242.jpg";"Kiss";3376;"a";67242;"Filip";"Kiss";6;"";80;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"2.1";"1.5";182;23;92;10;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;180;0;0;0;6;0;0;1;0;0;0;0;3;3;2017-04-08
57;"81788.jpg";"Mæland";3376;"a";81788;"Eirik";"Mæland";13;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"0.8";"1.5";99;24;31;17;0;0;0;0;3;3;"3.0";"2.0";"2.0";FALSE;80;0;0;0;3;0;0;0;0;0;1;0;3;3;2017-04-08
58;"118808.jpg";"Hajradinovic";3376;"a";118808;"Haris";"Hajradinovic";23;"";75;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;"3.9";"2.0";228;60;117;18;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;180;0;0;0;6;0;0;0;0;0;0;0;3;3;2017-04-08
59;"156595.jpg";"Tronstad";3376;"a";156595;"Sondre";"Tronstad";8;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"1.2";"1.5";83;33;35;18;0;0;0;0;3;2;"1.5";"2.0";"2.0";FALSE;146;0;0;0;5;0;0;0;0;0;0;0;3;3;2017-04-08
60;"208396.jpg";"Kling";3376;"a";208396;"Robert";"Kling";29;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.8";"0.0";44;12;18;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-08
61;"226887.jpg";"Horneland";3376;"a";226887;"Thomas";"Horneland";30;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.4";"0.0";28;9;13;3;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-08
62;"232031.jpg";"Gunnarshaug";3376;"a";232031;"Kristoff";"Gunnarshaug";31;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.3";"0.0";23;4;8;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-08
63;"53370.jpg";"Abdi";3376;"a";53370;"Liban";"Abdi";7;"";60;NA;NA;"-0.1";"-0.2";0;0;0;0;FALSE;0;"0.6";"-0.5";194;11;73;3;0;0;0;0;-1;0;"-1.0";"0.0";"0.0";FALSE;58;0;0;0;3;0;0;0;1;0;1;0;4;3;2017-04-08
64;"89368.jpg";"Gytkjær";3376;"a";89368;"Frederik";"Gytkjær";9;"";76;NA;NA;"1.2";"2.4";1;1;-1;-1;TRUE;0;"15.6";"9.0";318;2517;79;2238;0;0;0;0;18;12;"9.0";"9.0";"9.0";FALSE;168;3;0;0;5;0;0;1;0;0;3;0;4;3;2017-04-08
65;"224084.jpg";"Shuaibu";3376;"a";224084;"Ibrahim";"Shuaibu";17;"";51;NA;NA;"2.0";"4.0";1;1;-1;-1;TRUE;1;"6.5";"10.0";92;2897;40;2525;0;0;0;0;20;15;"10.0";"10.0";"10.0";FALSE;180;2;2;0;6;0;0;0;0;0;2;0;4;3;2017-04-08
66;"224097.jpg";"Krygard";3376;"u";224097;"Kevin Martin";"Krygard";NA;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;"0.5";"0.0";104;4;42;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-04-08
67;"247409.jpg";"Buduson";3376;"a";247409;"Johnny";"Buduson";20;"";50;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;"0.3";"1.0";42;14;23;10;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;22;0;0;0;1;0;0;0;0;0;0;0;4;3;2017-04-08
68;"247408.jpg";"Leite";3376;"i";247408;"Bruno";"Leite";16;"Strekk";60;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.5";"0.0";133;4;74;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-08
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.4";"0.8";0;0;0;0;FALSE;0;"14.8";"1.5";219;560;88;229;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;1;0;0;1;4;2017-04-08
70;"81858.jpg";"Månsson";3835;"d";81858;"Conny";"Månsson";23;"Kneskade";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.7";"0.0";76;0;24;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-04-08
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";45;NA;NA;"0.1";"0.2";0;0;0;0;FALSE;0;"1.5";"0.5";189;11;63;4;0;0;0;0;1;1;"1.0";"1.0";"1.0";FALSE;45;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-08
72;"95512.jpg";"Dan Ulvestad";3835;"a";95512;"Dan Peter";"Ulvestad";5;"";50;NA;NA;"0.3";"0.6";0;0;0;0;FALSE;0;"2.1";"1.5";122;15;62;5;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;95;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-08
73;"156434.jpg";"Coly";3835;"a";156434;"Aliou";"Coly";99;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"3.8";"1.5";218;64;100;20;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-08
74;"245729.jpg";"Sivertsen";3835;"i";245729;"Erlend";"Sivertsen";15;"Akillesskade - August";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"0.1";"0.0";30;0;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-08
75;"159994.jpg";"Gjesdal";3835;"a";159994;"Henrik ";"Gjesdal";25;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"0.6";"1.5";30;8;18;2;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-08
76;"245731.jpg";"Bjerkås";3835;"a";245731;"Joakim";"Bjerkås";2;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;"2.2";"0.0";152;8;55;4;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-08
77;"245735.jpg";"Nerland";3835;"u";245735;"Olav";"Mahle Nerland";49;"Utilgjengelig";40;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;"0.9";"0.0";126;1;41;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-08
78;"245733.jpg";"Hopmark";3835;"a";245733;"Andreas";"Hopmark";19;"";45;NA;NA;"0.3";"0.7";0;0;0;0;FALSE;0;"0.5";"1.5";17;7;9;2;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;2;4;2017-04-08
79;"63900.jpg";"Torske";3835;"a";63900;"Tor Erik";"Torske";6;"";49;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;"0.7";"0.0";119;0;49;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-08
80;"66338.jpg";"Kalludra";3835;"a";66338;"Liridon";"Kalludra";9;"";59;NA;NA;"0.2";"0.3";-1;-1;1;1;FALSE;0;"1.1";"1.0";152;4;74;1;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;64;0;0;0;1;0;0;0;0;0;0;0;3;4;2017-04-08
81;"92072.jpg";"Qaka";3835;"a";92072;"Kamer";"Qaka";92;"";60;NA;NA;"0.3";"0.5";0;0;0;0;FALSE;0;"5.5";"1.5";406;190;207;38;0;0;0;0;3;1;"1.5";"2.0";"2.0";FALSE;146;0;0;0;2;0;0;0;0;0;0;0;3;4;2017-04-08
82;"95511.jpg";"Økland";3835;"a";95511;"Sverre";"Økland";10;"";55;NA;NA;"0.4";"0.7";0;0;0;0;FALSE;0;"0.8";"2.0";54;17;25;5;0;0;0;0;4;2;"2.0";"2.0";"2.0";FALSE;180;0;0;0;3;0;0;0;0;0;0;0;3;4;2017-04-08
