"team";"verdi_meanteam";"id";"web_name";"first_name";"second_name";"element_type";"now_cost";"selected_by_percent";"status";"navn";"posisjon";"team_navn";"Spiller";"Lag";"Posisjon";"Pris";"Kamper";"Mal";"Assist";"Cleen sheet";"CC_p";"M<e5>l_p";"Ass_p";"Kamp_p";"Poeng";"P / kamp";"P / mill";"mer_info";"as.factor(mer_info)";"now_cost_norm";"selected_norm";"verdi";"poeng_norm";"verdi_poengjustert";"verdi_meanteam_norm";"verdi_teamjustert";"solution"
5;0,172704796592009;111;"Ajeti";"Bajram ";"Ajeti";4;65;7,1;"a";"Bajram  Ajeti";"Angrep";"LSK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47,75;NA;NA;"ikke-vg-data";"ikke-vg-data";0,294117647058824;0,153172866520788;0,223645256789806;0,282986111111111;0,235513427654067;0,259081912693816;0,242600758834869;0
5;0,172704796592009;112;"Malec";"Tomas";"Malec";4;65;7,1;"a";"Tomas Malec";"Angrep";"LSK";"Tom<e1>s<U+00A0>Malec";"Lillestr<f8>m";"a";6,5;12;2;NA;5;0;8;0;24;32;2,7;4,9;"vg-data";"vg-data";0,294117647058824;0,153172866520788;0,223645256789806;0,173611111111111;0,213638427654067;0,259081912693816;0,220725758834869;0
5;0,172704796592009;113;"Grahn";"Tobias ";"Grahn";4;45;0,6;"a";"Tobias  Grahn";"Angrep";"LSK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,0109409190371991;0,0348822242244819;0,336805555555556;0,0952668904906967;0,259081912693816;0,140106828184563;0
5;0,172704796592009;114;"Antonijevic";"Stefan";"Antonijevic";2;45;0,3;"a";"Stefan Antonijevic";"Forsvar";"LSK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00437636761487965;0,0315999485133222;0,336805555555556;0,0926410699217689;0,259081912693816;0,138137462757868;0
5;0,172704796592009;115;"Fernandes";"Daniel";"Fernandes";1;40;16,7;"a";"Daniel Fernandes";"Keeper";"LSK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,0909090909091;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,363238512035011;0,181619256017505;0,410353535353535;0,227366111884711;0,259081912693816;0,242858643219974;0
5;0,172704796592009;397;"Sandberg";"Erik Tobias";"Sandberg";2;40;1,1;"a";"Erik Tobias Sandberg";"Forsvar";"LSK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,0218818380743983;0,0109409190371991;0,336805555555556;0,0761138463408704;0,259081912693816;0,125742045072194;0
5;0,172704796592009;398;"Udoji";"Chigozie";"Udoji";3;60;1,1;"a";"Chigozie Udoji";"Midtbane";"LSK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85,4545454545455;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,0218818380743983;0,128587977860729;0,544823232323232;0,211835028753229;0,259081912693816;0,237933815719847;0
5;0,172704796592009;415;"Skoda";"Michal";"Skoda";4;60;0,1;"a";"Michal Skoda";"Angrep";"LSK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85,4545454545455;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0;0,117647058823529;0,544823232323232;0,20308229352347;0,259081912693816;0,231369264297527;0
6;0,203909342377355;116;"Linde";"Andreas";"Linde";1;55;7,2;"a";"Andreas Linde";"Keeper";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,0909090909091;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,155361050328228;0,165915819281761;0,410353535353535;0,214803362496116;0,393838808645768;0,260387960368917;0
6;0,203909342377355;117;"Neydson";"Neydson";"da Silva";1;50;0,2;"a";"Neydson da Silva";"Keeper";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00218818380743983;0,0599176213154846;0,100694444444444;0,0680729859412766;0,393838808645768;0,134857223407333;0
6;0,203909342377355;118;"Rindarøy";"Knut Olav";"Rindarøy";2;55;12;"a";"Knut Olav Rindarøy";"Forsvar";"MOL";"Knut<U+00A0>Olav<U+00A0><U+00A0>Rindar<f8>y";"Molde";"f";5,5;11;NA;2;9;13;0;6;22;41;3,7;7,5;"vg-data";"vg-data";0,176470588235294;0,260393873085339;0,218432230660317;0,236111111111111;0,221968006750476;0,393838808645768;0,257049322347566;0
6;0,203909342377355;119;"Toivio";"Joona";"Toivio";2;60;13,5;"a";"Joona Toivio";"Forsvar";"MOL";"Joona<U+00A0>Toivio";"Molde";"f";6;17;4;NA;9;20;24;0;34;78;4,6;13;"vg-data";"vg-data";0,235294117647059;0,293216630196937;0,264255373921998;0,493055555555556;0,310015410248709;0,393838808645768;0,335932097193463;0
6;0,203909342377355;120;"Gabrielsen";"Ruben";"Gabrielsen";2;60;15,1;"a";"Ruben Gabrielsen";"Forsvar";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,0909090909091;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,328227571115974;0,281760844381516;0,410353535353535;0,30747938257592;0,393838808645768;0,32989497542877;0
6;0,203909342377355;121;"Remmer";"Christoffer";"Remmer";2;55;1,7;"a";"Christoffer Remmer";"Forsvar";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,8181818181818;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0350109409190372;0,105740764577166;0,366792929292929;0,157951197520318;0,393838808645768;0,215570806334039;0
6;0,203909342377355;122;"Rindarøy";"Ole Martin";"Rindarøy";2;50;3,7;"a";"Ole Martin Rindarøy";"Forsvar";"MOL";"Ole<U+00A0>Martin<U+00A0>Rindar<f8>y";"Lillestr<f8>m";"f";4,5;19;1;1;5;13;6;3;38;60;3,2;13,3;"vg-data";"vg-data";0,117647058823529;0,0787746170678337;0,0982108379456816;0,368055555555556;0,152179781467656;0,393838808645768;0,211305375607674;0
6;0,203909342377355;123;"Ssewankambo";"Isak";"Ssewankambo";2;55;1,3;"a";"Isak Ssewankambo";"Forsvar";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,8181818181818;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0262582056892779;0,101364396962286;0,366792929292929;0,154450103428415;0,393838808645768;0,212944985765111;0
6;0,203909342377355;124;"Sonni Nattestad";"Sonni Ragnar";"Nattestad";2;55;0,7;"a";"Sonni Ragnar Nattestad";"Forsvar";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,8181818181818;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,013129102844639;0,0947998455399665;0,366792929292929;0,149198462290559;0,393838808645768;0,209006254911719;0
6;0,203909342377355;125;"Ove Roseth";"Martin";"Ove Roseth";2;45;0,4;"a";"Martin Ove Roseth";"Forsvar";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00656455142231948;0,0326940404170421;0,100694444444444;0,0462941212225226;0,393838808645768;0,118523074868268;0
6;0,203909342377355;126;"Strande";"Kristian";"Strande";2;40;2,4;"a";"Kristian Strande";"Forsvar";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,0909090909091;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,050328227571116;0,025164113785558;0,410353535353535;0,102201998099153;0,393838808645768;0,175936937071195;0
6;0,203909342377355;127;"Gregersen";"Stian";"Gregersen";2;50;0,5;"a";"Stian Gregersen";"Forsvar";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,0087527352297593;0,0631998970266444;0,100694444444444;0,0706988065102044;0,393838808645768;0,136826588834029;0
6;0,203909342377355;128;"Mostrøm";"Mattias";"Mostrøm";3;65;6,3;"a";"Mattias Mostrøm";"Midtbane";"MOL";"Mattias<U+00A0>Mostr<f6>m";"Molde";"m";6,5;20;1;3;9;6;5;9;40;60;3;9,2;"vg-data";"vg-data";0,294117647058824;0,135667396061269;0,214892521560046;0,368055555555556;0,245525128359148;0,393838808645768;0,281314385776292;0
6;0,203909342377355;129;"Sarr";"Babacar";"Sarr";3;50;4,5;"a";"Babacar Sarr";"Midtbane";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,0909090909091;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,0962800875273523;0,106963573175441;0,410353535353535;0,16764156561106;0,393838808645768;0,225016612705125;0
6;0,203909342377355;130;"Aursnes";"Fredrik";"Aursnes";3;80;2,1;"a";"Fredrik Aursnes";"Midtbane";"MOL";"Fredrik<U+00A0>Aursnes";"Molde";"m";8;23;3;2;9;7;15;6;46;74;3,2;9,3;"vg-data";"vg-data";0,470588235294118;0,0437636761487965;0,257175955721457;0,465277777777778;0,298796320132721;0,393838808645768;0,326128890717583;0
6;0,203909342377355;131;"Hestad";"Eirik";"Hestad";3;75;3,7;"a";"Eirik Hestad";"Midtbane";"MOL";"Eirik<U+00A0>Hestad";"Molde";"m";7,5;21;3;3;9;6;15;9;42;72;3,4;9,6;"vg-data";"vg-data";0,411764705882353;0,0787746170678337;0,245269661475093;0,451388888888889;0,286493506957852;0,393838808645768;0,316207336391987;0
6;0,203909342377355;132;"Svendsen";"Sander";"Svendsen";3;85;14,7;"a";"Sander Svendsen";"Midtbane";"MOL";"Sander<U+00A0>Svendsen";"Molde";"m";8,5;25;4;4;9;8;20;12;50;90;3,6;10,6;"vg-data";"vg-data";0,529411764705882;0,319474835886214;0,424443300296048;0,576388888888889;0,454832418014617;0,393838808645768;0,44871151968456;1
6;0,203909342377355;133;"Strand";"Petter";"Strand";3;80;2,2;"a";"Petter Strand";"Midtbane";"MOL";"Petter<U+00A0>Strand";"Molde";"m";8;28;4;2;9;8;20;6;56;90;3,2;11,3;"vg-data";"vg-data";0,470588235294118;0,0459518599562363;0,258270047625177;0,576388888888889;0,321893815877919;0,393838808645768;0,349007568082038;0
6;0,203909342377355;134;"Diop";"Amidou";"Diop";3;50;0,8;"a";"Amidou Diop";"Midtbane";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,0153172866520788;0,0664821727378041;0,100694444444444;0,0733246270791322;0,393838808645768;0,138795954260725;0
6;0,203909342377355;135;"Svendsen";"Tobias Hammer";"Svendsen";3;50;1,9;"a";"Tobias Hammer Svendsen";"Midtbane";"MOL";"Tobias<U+00A0>Svendsen";"Molde";"m";5;4;1;2;9;1;5;6;8;20;5;4;"vg-data";"vg-data";0,117647058823529;0,0393873085339169;0,0785171836787231;0,0902777777777778;0,0808693024985341;0,393838808645768;0,143933627491943;0
6;0,203909342377355;137;"Sigurdarson";"Björn";"Sigurdarson";4;90;22,1;"a";"Björn Sigurdarson";"Angrep";"MOL";"Bj<f6>rn<U+00A0>Bergmann<U+00A0>Sigurdarson";"Molde";"a";9;11;4;NA;9;0;16;0;22;38;3,5;4,2;"vg-data";"vg-data";0,588235294117647;0,481400437636762;0,534817865877204;0,215277777777778;0,470909848257319;0,393838808645768;0,442714036811032;0
6;0,203909342377355;138;"Brustad";"Fredrik";"Brustad";4;75;4,8;"a";"Fredrik Brustad";"Angrep";"MOL";"Fredrik<U+00A0>Brustad";"Molde";"a";7,5;9;2;NA;9;0;8;0;18;26;2,9;3,5;"vg-data";"vg-data";0,411764705882353;0,102844638949672;0,257304672416012;0,131944444444444;0,232232626821699;0,393838808645768;0,25953945406765;0
6;0,203909342377355;139;"Amang";"Thomas";"Amang";4;60;0,7;"a";"Thomas Amang";"Angrep";"MOL";"Thomas<U+00A0>Amang";"Molde";"a";6;22;2;1;9;0;8;3;44;55;2,5;9,2;"vg-data";"vg-data";0,235294117647059;0,013129102844639;0,124211610245849;0,333333333333333;0,166035954863346;0,393838808645768;0,21996139454333;0
6;0,203909342377355;140;"Karlsson";"Óttar Magnús";"Karlsson";4;80;5;"a";"Óttar Magnús Karlsson";"Angrep";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47,75;NA;NA;"ikke-vg-data";"ikke-vg-data";0,470588235294118;0,107221006564551;0,288904620929335;0,282986111111111;0,28772091896569;0,393838808645768;0,308707756508976;0
6;0,203909342377355;141;"Markovic";"Eman";"Markovic";3;45;1,1;"a";"Eman Markovic";"Midtbane";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,0218818380743983;0,0403526837430815;0,100694444444444;0,0524210358833541;0,393838808645768;0,123118260863891;0
6;0,203909342377355;142;"Braut Håland";"Erling";"Braut Håland";4;45;0,6;"a";"Erling Braut Håland";"Angrep";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,0109409190371991;0,0348822242244819;0,100694444444444;0,0480446682684744;0,393838808645768;0,119835985152732;0
6;0,203909342377355;143;"Hussain";"Etzaz";"Hussain";3;60;21,5;"a";"Etzaz Hussain";"Midtbane";"MOL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,0909090909091;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,468271334792123;0,351782726219591;0,410353535353535;0,36349688804638;0,393838808645768;0,371908104531615;1
7;0,237674037260133;144;"Rossbach";"Sondre";"Rossbach";1;55;25,3;"a";"Sondre Rossbach";"Keeper";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;107;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,551422319474836;0,363946453855065;0,694444444444444;0,430046051972941;0,53965171380604;0,465187103963136;1
7;0,237674037260133;145;"Myhra";"Viljar";"Myhra";1;50;0,2;"a";"Viljar Myhra";"Keeper";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00218818380743983;0,0599176213154846;0,100694444444444;0,0680729859412766;0,53965171380604;0,164019804439388;0
7;0,237674037260133;146;"Ruud";"Espen";"Ruud";2;65;38,8;"a";"Espen Ruud";"Forsvar";"ODD";"Espen<U+00A0>Ruud";"Odd";"f";6,5;29;5;8;10;39;30;24;58;151;5,2;23,2;"vg-data";"vg-data";0,294117647058824;0,846827133479212;0,570472390269018;1;0,656377912215214;0,53965171380604;0,650213776922619;1
7;0,237674037260133;147;"Semb Berge";"Fredrik";"Semb Berge";2;60;16,8;"a";"Fredrik Semb Berge";"Forsvar";"ODD";"Fredrik<U+00A0>Semb<U+00A0>Berge";"Odd";"f";6;24;5;NA;10;32;30;0;48;110;4,6;18,3;"vg-data";"vg-data";0,235294117647059;0,365426695842451;0,300360406744755;0,715277777777778;0,383343880951359;0,53965171380604;0,431202142363617;0
7;0,237674037260133;148;"Hagen";"Steffen";"Hagen";2;60;7,3;"a";"Steffen Hagen";"Forsvar";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,157549234135667;0,196421675891363;0,513888888888889;0,259915118490868;0,53965171380604;0,328561126073804;0
7;0,237674037260133;149;"Nilsen";"Joakim Våge";"Nilsen";2;55;1,4;"a";"Joakim Våge Nilsen";"Forsvar";"ODD";"Joakim<U+00A0>V<e5>ge<U+00A0>Nilsen";"Odd";"f";5,5;22;1;2;10;29;6;6;44;85;3,9;15,5;"vg-data";"vg-data";0,176470588235294;0,0284463894967177;0,102458488866006;0,541666666666667;0,190300124426138;0,53965171380604;0,277738769414145;0
7;0,237674037260133;150;"Grøgaard";"Thomas";"Grøgaard";2;55;4,7;"a";"Thomas Grøgaard";"Forsvar";"ODD";"Thomas<U+00A0>Gr<f8>gaard";"Odd";"f";5,5;26;NA;2;10;35;0;6;52;93;3,6;16,9;"vg-data";"vg-data";0,176470588235294;0,100656455142232;0,138563521688763;0,597222222222222;0,230295261795455;0,53965171380604;0,31051290021891;0
7;0,237674037260133;151;"Bergan";"Vegard";"Bergan";2;50;0,6;"a";"Vegard Bergan";"Forsvar";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,0109409190371991;0,0642939889303643;0,100694444444444;0,0715740800331803;0,53965171380604;0,166645625008316;0
7;0,237674037260133;152;"Eikeng";"Erik";"Eikeng";2;45;0,4;"a";"Erik Eikeng";"Forsvar";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00656455142231948;0,0326940404170421;0,100694444444444;0,0462941212225226;0,53965171380604;0,147685655900322;0
7;0,237674037260133;153;"Kitolano";"John";"Kitolano";2;45;0,2;"a";"John Kitolano";"Forsvar";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00218818380743983;0,0305058566096023;0,100694444444444;0,0445435741765707;0,53965171380604;0,146372745615858;0
7;0,237674037260133;154;"Gashi";"Ardian";"Gashi";3;45;8,4;"a";"Ardian Gashi";"Midtbane";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,181619256017506;0,120221392714635;0,513888888888889;0,198954891949486;0,53965171380604;0,282840956167767;1
7;0,237674037260133;155;"Nordkvelle";"Fredrik";"Nordkvelle";3;90;9,6;"a";"Fredrik Nordkvelle";"Midtbane";"ODD";"Fredrik<U+00A0>Nordkvelle";"Odd";"m";9;29;7;NA;10;10;35;0;58;103;3,6;11,4;"vg-data";"vg-data";0,588235294117647;0,207877461706783;0,398056377912215;0,666666666666667;0,451778435663105;0,53965171380604;0,480097502841871;0
7;0,237674037260133;156;"Samuelsen";"Jone";"Samuelsen";3;80;6;"a";"Jone Samuelsen";"Midtbane";"ODD";"Jone<U+00A0>Samuelsen";"Odd";"m";8;15;1;NA;10;5;5;0;30;40;2,7;5;"vg-data";"vg-data";0,470588235294118;0,12910284463895;0,299845539966534;0,229166666666667;0,28570976530656;0,53965171380604;0,333671000074462;0
7;0,237674037260133;157;"Broberg";"Martin";"Broberg";3;65;0,6;"a";"Martin Broberg";"Midtbane";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85,4545454545455;NA;NA;"ikke-vg-data";"ikke-vg-data";0,294117647058824;0,0109409190371991;0,152529283048011;0,544823232323232;0,230988072903056;0,53965171380604;0,308412559054661;0
7;0,237674037260133;158;"Jensen";"Fredrik Oldrup";"Jensen";3;55;2;"a";"Fredrik Oldrup Jensen";"Midtbane";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0415754923413567;0,109023040288325;0,513888888888889;0,189996210008438;0,53965171380604;0,276121944711981;0
7;0,237674037260133;159;"Berg";"Oliver";"Berg";3;60;0,6;"a";"Oliver Berg";"Midtbane";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85,4545454545455;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,0109409190371991;0,123117518342129;0,544823232323232;0,20745866113835;0,53965171380604;0,290765500231132;0
7;0,237674037260133;160;"Messoudi";"Zakaria";"Messoudi";3;45;0,4;"a";"Zakaria Messoudi";"Midtbane";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00656455142231948;0,0326940404170421;0,100694444444444;0,0462941212225226;0,53965171380604;0,147685655900322;0
7;0,237674037260133;161;"Zekhnini";"Rafik";"Zekhnini";3;85;22,7;"a";"Rafik Zekhnini";"Midtbane";"ODD";"Rafik<U+00A0>Zekhnini";"Odd";"m";8,5;22;5;3;10;7;25;9;44;85;3,9;10;"vg-data";"vg-data";0,529411764705882;0,4945295404814;0,511970652593641;0,541666666666667;0,517909855408246;0,53965171380604;0,523446067650726;0
7;0,237674037260133;162;"Kaasa";"Markus";"Kaasa";3;45;0,3;"a";"Markus Kaasa";"Midtbane";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00437636761487965;0,0315999485133222;0,100694444444444;0,0454188476995466;0,53965171380604;0,14702920075809;0
7;0,237674037260133;163;"Mladenovic";"Stefan";"Mladenovic";3;55;0,2;"a";"Stefan Mladenovic";"Midtbane";"ODD";"Stefan<U+00A0>Mladenovic";"Odd";"m";5,5;11;1;1;10;4;5;3;22;34;3,1;6,2;"vg-data";"vg-data";0,176470588235294;0,00218818380743983;0,089329386021367;0,1875;0,108963508817094;0,53965171380604;0,199027974374028;0
7;0,237674037260133;164;"Riku Riski";"Riku";"Riski";3;70;5,5;"a";"Riku Riski";"Midtbane";"ODD";"Riku<U+00A0>Riski";"Odd";"m";7;14;NA;1;10;5;0;3;28;36;2,6;5,1;"vg-data";"vg-data";0,352941176470588;0,118161925601751;0,235551551036169;0,201388888888889;0,228719018606713;0,53965171380604;0,289539051160687;0
7;0,237674037260133;165;"Diouf";"Pape Pate";"Diouf";3;75;3,5;"a";"Pape Pate Diouf";"Midtbane";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,411764705882353;0,074398249452954;0,243081477667653;0,513888888888889;0,297242959911901;0,53965171380604;0,356557007139578;0
7;0,237674037260133;166;"Occean";"Olivier";"Occean";4;100;7,2;"a";"Olivier Occean";"Angrep";"ODD";"Olivier<U+00A0>Occ<e9>an";"Odd";"a";10;28;10;3;10;0;40;9;56;105;3,8;10,5;"vg-data";"vg-data";0,705882352941177;0,155361050328228;0,430621701634702;0,680555555555556;0,480608472418873;0,53965171380604;0,50241447485314;0
7;0,237674037260133;167;"Haugen";"Sigurd";"Haugen";4;50;0,6;"a";"Sigurd Haugen";"Angrep";"ODD";"Sigurd<U+00A0>Haugen";"Odd";"a";5;3;1;NA;10;0;4;0;6;10;3,3;2;"vg-data";"vg-data";0,117647058823529;0,0109409190371991;0,0642939889303643;0,0208333333333333;0,0556018578109581;0,53965171380604;0,150673402786093;0
7;0,237674037260133;168;"Agdestein";"Torbjorn";"Agdestein";4;80;6,5;"a";"Torbjorn Agdestein";"Angrep";"ODD";"Torbj<f8>rn<U+00A0>Agdestein";"Haugesund";"a";8;30;10;3;5;0;40;9;60;109;3,6;13,6;"vg-data";"vg-data";0,470588235294118;0,140043763676149;0,305315999485133;0,708333333333333;0,385919466254773;0,53965171380604;0,432786609118955;0
7;0,237674037260133;401;"Larsen";"Marius";"Larsen";4;50;0,1;"a";"Marius Larsen";"Angrep";"ODD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0;0,0588235294117647;0,100694444444444;0,0671977124183007;0,53965171380604;0,163363349297156;0
8;0,344273102727376;169;"Hansen";"André";"Hansen";1;55;29,7;"a";"André Hansen";"Keeper";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;107;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,647702407002188;0,412086497618741;0,694444444444444;0,468558086983882;1;0,586140787460134;1
8;0,344273102727376;170;"Østbø";"Arild";"Østbø";1;50;0,4;"a";"Arild Østbø";"Keeper";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00656455142231948;0,0621058051229244;0,100694444444444;0,0698235329872284;1;0,257402371962644;0
8;0,344273102727376;171;"Lund";"Julian";"Faye Lund";1;45;0,2;"a";"Julian Faye Lund";"Keeper";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00218818380743983;0,0305058566096023;0,100694444444444;0,0445435741765707;1;0,23844240285465;0
8;0,344273102727376;172;"Reginiussen";"Tore";"Reginiussen";2;60;26;"a";"Tore Reginiussen";"Forsvar";"RBK";"Tore<U+00A0>Reginiussen";"Rosenborg";"f";6;19;2;NA;11;28;12;0;38;78;4,1;13;"vg-data";"vg-data";0,235294117647059;0,566739606126915;0,401016861886987;0,493055555555556;0,419424600620701;1;0,539221228243303;0
8;0,344273102727376;173;"Bjørdal";"Johan";"Bjørdal";2;55;2;"a";"Johan Bjørdal";"Forsvar";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0415754923413567;0,109023040288325;0,513888888888889;0,189996210008438;1;0,368191601950773;0
8;0,344273102727376;174;"Skjelvik";"Jørgen";"Skjelvik";2;60;10,8;"a";"Jørgen Skjelvik";"Forsvar";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,234135667396061;0,23471489252156;0,513888888888889;0,290549691795026;1;0,443606713290714;0
8;0,344273102727376;175;"Gersbach";"Alex";"Gersbach";2;55;2,1;"a";"Alex Gersbach";"Forsvar";"RBK";"Alex<U+00A0>Gersbach";"Rosenborg";"f";5,5;19;NA;2;11;28;0;6;38;72;3,8;13,1;"vg-data";"vg-data";0,176470588235294;0,0437636761487965;0,110117132192045;0,451388888888889;0,178371483531414;1;0,356348057093005;0
8;0,344273102727376;176;"Rasmussen";"Jacob";"Rasmussen";2;55;1;"a";"Jacob Rasmussen";"Forsvar";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,8181818181818;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0196936542669584;0,0980821212511263;0,366792929292929;0,151824282859487;1;0,332207858609262;0
8;0,344273102727376;177;"Dahl Reitan";"Erlend";"Dahl Reitan";2;50;0,5;"a";"Erlend Dahl Reitan";"Forsvar";"RBK";"Erlend<U+00A0>Dahl<U+00A0>Reitan";"Rosenborg";"f";5;3;2;NA;11;4;12;0;6;22;7,3;4,4;"vg-data";"vg-data";0,117647058823529;0,0087527352297593;0,0631998970266444;0,104166666666667;0,0713932509546488;1;0,25875327154932;0
8;0,344273102727376;178;"Meling";"Birger";"Meling";2;65;5,7;"d";"Birger Meling";"Forsvar";"RBK";"Birger<U+00A0>Meling";"Stab<e6>k";"f";6,5;28;4;3;6;22;24;9;56;111;4;17,1;"vg-data";"vg-data";0,294117647058824;0,12253829321663;0,208327970137727;0,722222222222222;0,311106820554626;1;0,469441226527081;0
